_MeanReward,Steps,PolicyLoss,PolicyEntropy,KL,Beta,_lr_multiplier,ValFuncLoss,ExplainedVarNew,ExplainedVarOld,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_Episode
0.884242256641,1842,-0.00403295,74.4574,0.0193429,2.25,1.0,3.17371820973e-05,-7.60929199945,-583.411768765,0.139295008871,-0.809196558321,9.8,0.247053152706,-0.00325651635718,-3.12440395355,2.9823782444,0.385546807058,-3.85745241998e-17,-3.58406914557,3.04322538456,0.999958343705,0.00285238914835,-0.00129995935338,0.0090954641882,3.54995158862e-06,20
0.914372710228,1733,-0.0766663,74.4695,0.0138008,3.375,1.0,1.11584125283e-05,-2.11553013069,-8.7098802446,0.124025042461,-0.704391800295,7.35,0.167139965847,0.00190827239807,-3.2444691658,3.29698371887,0.385505389308,-2.05003674484e-17,-11.9803044535,7.43203116,0.999572269957,0.0023454592577,-0.00294627892019,0.00887165440743,3.53180826196e-06,40
0.656133682251,1439,-0.217635,74.4408,0.0160795,5.0625,1.0,7.24089348633e-06,-0.978770560155,-2.4475114059,0.112404255727,-0.768624699742,8.0,0.145016978816,0.000790618115761,-2.85825109482,3.09415411949,0.383980612802,2.46887677471e-17,-7.23705976613,9.7485443755,0.99933870305,0.00179586628177,-0.00282406164545,0.00880778372743,3.64226748016e-06,60
0.886137761354,1691,-0.505964,74.4521,0.0146576,7.59375,1.0,6.24909556508e-06,-1.02800777795,-2.06731888295,0.116389184437,-0.729963629678,8.5,0.203805364895,-0.000701290951363,-3.70485043526,2.86598730087,0.387978969247,4.20190854973e-17,-7.15296201603,8.27996017111,0.999181973599,0.00245657209845,-0.00128167868991,0.00782795134048,2.97874222979e-06,80
0.830005164623,1741,-0.430934,74.4293,0.0136859,11.390625,1.0,7.31985722604e-06,-0.716582556322,-1.745467476,0.141574644091,-0.727239026984,10.1,0.246139975387,-0.00236742911268,-3.11921072006,2.97124218941,0.385310593733,-8.16246680942e-18,-5.63982441476,17.9457591881,0.999231918863,0.00218750328156,-0.00232371579953,0.0098120124655,4.2635963927e-06,100
0.835925063252,1662,-7.81396,74.3632,0.0187176,17.0859375,1.0,3.98149939371e-06,-0.366549810142,-1.22486611865,0.146312484158,-0.736610495052,11.9,0.330275428915,-0.000496642305894,-3.02832555771,3.13331604004,0.389163836175,-1.71009082012e-17,-8.78303976644,15.1183154787,0.99901392142,0.00312132648366,-0.00301805197789,0.00798504616772,2.91334015191e-06,120
1.28004467952,2666,0.0403545,74.3747,0.00353113,17.0859375,1.0,6.15605130587e-06,-0.210936156926,-1.22795256152,0.206140265987,-0.818615105605,16.0,0.696265174912,-0.00701514484404,-3.42829942703,3.12884068489,0.385041491102,-2.13216124759e-17,-9.95455557805,4.37594759811,0.999086226148,0.0032455548483,-0.00149640059362,0.0102443454955,5.08276259415e-06,140
1.1934190079,2378,-31.0754,74.3065,0.0123422,25.62890625,1.0,7.14698142891e-06,-0.0675524300608,-0.214811303715,0.233928189912,-0.829415538442,21.6,1.05148952956,-0.00298521579524,-3.27395391464,3.29013252258,0.385837903988,-5.97596918217e-18,-9.02351091535,7.81106843916,0.998980606952,0.00300847120417,-0.00268060384207,0.00877750762384,6.68435921627e-06,160
0.979542962074,1957,0.306259,74.1669,0.0122023,35.0,0.6666666666666666,4.14449851364e-06,-0.187570161751,-0.473782929598,0.166382635257,-0.78507874905,15.75,0.543738960348,-0.00328076023725,-3.06281852722,3.0623357296,0.384306159854,-7.2615506976e-18,-5.34700738932,7.74432764538,0.998832375978,0.00276587636078,-0.00289228617867,0.00930511989772,3.48771812586e-06,180
1.07166977763,2155,0.0511336,74.1701,0.00196851,35.0,0.6666666666666666,4.80243495725e-06,-0.146579960242,-0.339430383169,0.167460075786,-0.910449043041,13.75,0.439022317729,-0.0017389413023,-3.7226266861,2.92288517952,0.386924630923,1.3188728274e-17,-9.97598035325,5.78197600849,0.998812985652,0.00283215275467,-0.00351271630352,0.00823377999922,4.1541746753e-06,200
0.991030081034,2079,-0.00979656,74.1756,0.000217163,23.3333333333,0.6666666666666666,3.18991559814e-06,-0.151512954895,-0.715997756453,0.154838628407,-0.771575273327,10.7,0.306815875981,-0.00230264164146,-3.27608776093,2.88539457321,0.386823663801,0.0,-20.6815329365,5.55846515679,0.998901393723,0.00265423633375,-0.00283388271161,0.00850788271644,2.71831333704e-06,220
1.12937808609,2137,-0.0150883,74.1815,0.000301468,15.5555555556,0.6666666666666666,4.60659926342e-06,0.0329180798075,-0.174880815357,0.180979177049,-0.837918125254,16.3,0.662899615666,-0.00620816315236,-3.02367472649,3.19497060776,0.384825858984,3.98994517039e-17,-6.88312251032,9.16144998387,0.998764627392,0.00283743878726,-0.0031410917864,0.00918466350083,4.63970588357e-06,240
0.969197115421,1969,-0.010591,74.1632,0.000508035,10.3703703704,0.6666666666666666,2.83996757149e-06,0.219662340633,0.10654229022,0.164598305074,-0.64399397581,12.7,0.404411228981,-0.00424303736243,-2.90442967415,2.94380044937,0.38498392827,-7.21729543687e-18,-6.70675562961,3.60835480273,0.998436422319,0.0026967973297,-0.00349142027829,0.00851506101585,3.48814042462e-06,260
0.868675633669,1780,-0.0157066,74.1735,0.00101283,6.91358024691,0.6666666666666666,3.13735262258e-06,0.117208757563,0.00918700689657,0.127229701207,-0.776764611992,8.45,0.177962123645,-0.00160814055537,-3.20633101463,3.41048431396,0.382765169191,0.0,-7.08261533661,4.24924830784,0.998704111319,0.00221541760357,-0.00242498890528,0.00808123684577,3.49996107235e-06,280
0.920360137701,1941,-0.0272064,74.1591,0.00242337,6.91358024691,0.6666666666666666,4.6390769586e-06,0.155456054209,0.027508830017,0.166933654287,-0.687101891735,12.05,0.341067725208,-0.00185222131164,-3.18057823181,3.100877285,0.386856463484,0.0,-4.62602503609,4.01601627578,0.998619142948,0.00304872605479,-0.002763494252,0.00880350028695,5.03392417435e-06,300
0.819873361111,1634,-0.042462,74.1522,0.00289772,6.91358024691,0.6666666666666666,4.32966888917e-06,0.0614933535329,-0.0761042275943,0.147151942579,-0.703119206417,12.85,0.364938919239,-0.00162780312903,-3.33563613892,3.10936546326,0.387076386576,-4.34848675496e-18,-4.20226677274,6.38218819447,0.998680862856,0.00227998369386,-0.00214208597446,0.00969134895925,4.60197703252e-06,320
0.98554066205,1883,-0.0258242,74.1527,0.0025406,6.91358024691,0.6666666666666666,4.49740684776e-06,0.0251718460781,-0.425762213492,0.180446829438,-0.720411058653,16.4,0.554475646698,-0.00203107298977,-3.09548139572,3.62880277634,0.385810582738,-1.88673057823e-17,-6.52756454046,5.08551442947,0.99888751135,0.00279706161357,-0.00257376699854,0.00867372177238,4.40718001739e-06,340
0.751085677266,1549,-0.0472206,74.1449,0.00398364,6.91358024691,0.6666666666666666,4.33930673041e-06,0.224739044386,0.0438685736402,0.188716112252,-0.75613051782,18.8,0.968802198717,-0.00186750207802,-3.08260321617,3.11584281921,0.385808352534,1.10090546535e-16,-4.49600282378,5.93334928434,0.998704035262,0.00272446038822,-0.0036123001058,0.00769942398821,5.59071762894e-06,360
1.16298459697,2386,-0.0279417,74.1719,0.00259973,6.91358024691,0.6666666666666666,4.41929186536e-06,0.193386072291,-0.468865691037,0.222195256558,-0.743724091031,21.5,1.01214628632,-0.00607620147564,-3.17798900604,3.05399799347,0.384279337761,-1.19118648074e-17,-8.15636238103,11.6771482239,0.998729277081,0.00340598138848,-0.00181419690825,0.00908459850746,5.44485484636e-06,380
0.965920761108,1956,-0.0226693,74.1837,0.00230567,6.91358024691,0.6666666666666666,3.4324422026e-06,0.069975668076,-0.153406867879,0.178156928946,-0.6841655457,12.5,0.41636506166,-0.00388727986314,-3.30328345299,3.26793408394,0.383918136875,-2.17957894405e-17,-4.1882255865,5.03555860278,0.99864190591,0.0033001423916,-0.00260696865888,0.00805376533632,3.67966261798e-06,400
0.797460358143,1710,-0.0449493,74.2167,0.0034572,6.91358024691,0.6666666666666666,3.2105646646e-06,0.266193972999,0.152676893788,0.121830276539,-0.914414770945,9.9,0.194374782728,0.00120929329347,-3.20750904083,2.93320965767,0.38058704048,-4.98626481235e-17,-5.11683574053,6.54141008175,0.998509858051,0.00213688338229,-0.00211743773619,0.00781381937849,4.1653194275e-06,420
0.92188128686,1772,-0.0192927,74.2218,0.00214432,6.91358024691,0.6666666666666666,3.65480929056e-06,0.289967827866,0.2187922518,0.16446497909,-0.742319297359,8.1,0.174971236044,-0.00148638232946,-2.93518280983,2.98156309128,0.384363661122,-3.20786788154e-17,-6.36675350585,5.57719939663,0.998514379799,0.00288945080025,-0.0034830041821,0.00917273250353,4.93359970158e-06,440
0.742552578688,1588,-0.024314,74.1818,0.00262318,6.91358024691,0.6666666666666666,3.93871143044e-06,0.249300727392,0.140104545393,0.132980832617,-0.802425297936,10.45,0.230153925411,0.000923259693559,-2.92647528648,3.01671504974,0.385657387349,3.57956038166e-17,-3.32265666329,4.65654055952,0.998652929562,0.00234910951288,-0.00282560599685,0.00955997369312,4.87840272848e-06,460
1.11712082326,2150,-0.0346176,74.1966,0.00258774,6.91358024691,0.6666666666666666,3.32316803289e-06,0.175157670667,0.0880077327146,0.160003123115,-1.17207666767,11.3,0.317025414631,-0.00223219855654,-3.47417402267,3.05348443985,0.383739822873,6.60969986754e-18,-7.92617691192,3.48276279253,0.998592354218,0.00256040937184,-0.00190593784096,0.00857244717111,3.98253312268e-06,480
1.10279328799,2212,-0.0252435,74.1959,0.00219947,6.91358024691,0.6666666666666666,3.84195217687e-06,0.203081115244,0.114111273797,0.191983430667,-0.793632873687,13.35,0.503563870665,-0.00651498713504,-3.10575318336,3.01660990715,0.382309542417,9.63665554828e-18,-6.65874548472,7.45358441094,0.998528500096,0.00300076434045,-0.00352147514167,0.010063956438,4.80774514718e-06,500
0.917840922356,1851,-0.0386845,74.183,0.00263306,6.91358024691,0.6666666666666666,2.93382679388e-06,0.22811664266,0.135439337138,0.135809690596,-0.703772995624,8.6,0.201873135766,-0.00558726285399,-3.02483916283,3.28816747665,0.383206891396,3.07095725882e-17,-3.91521048879,7.85375216542,0.998666776213,0.00197773723071,-0.00371041405243,0.00825724986705,3.61828614389e-06,520
0.849505009413,1792,-0.0253188,74.1731,0.00234218,6.91358024691,0.6666666666666666,5.648531209e-06,0.187398811431,0.0160141559873,0.147958524478,-0.955999837829,11.15,0.388597138124,0.000354154932213,-3.04778003693,3.12009358406,0.384468279616,1.58603289232e-17,-8.30211365962,3.26327249329,0.998538221437,0.00298602755753,-0.00379674916661,0.00890617415196,4.91231842038e-06,540
0.980855578661,1851,-0.0517589,74.1635,0.00266525,6.91358024691,0.6666666666666666,3.8126566638e-06,0.0880884790933,-0.0374263318914,0.141009871737,-0.84788949393,8.8,0.21588874559,-0.00452793957317,-3.37711381912,2.95468211174,0.385620011972,2.30321794412e-17,-9.38954540783,9.3704940575,0.998413065126,0.00236912225731,-0.00132034094566,0.0092965365478,3.83987988371e-06,560
1.0750251441,2181,-0.022454,74.1507,0.00255976,6.91358024691,0.6666666666666666,3.00926390473e-06,0.215622254447,-0.121170890913,0.174674949103,-0.826397165256,11.0,0.330993567543,-0.00425243404844,-3.321600914,3.27624201775,0.383840091457,6.51575181807e-17,-9.34996807253,3.94869297351,0.998469038635,0.0029663771307,-0.00251500987496,0.00974599943944,3.68322181305e-06,580
0.959138776541,1966,-0.0335305,74.144,0.00255792,6.91358024691,0.6666666666666666,2.58353930586e-06,0.26955470297,0.0822662739029,0.150569098985,-0.687861112752,10.3,0.280092854599,-0.00555885180582,-3.02962732315,3.72562861443,0.383571817092,-1.44566172077e-17,-4.27127408612,7.61107674147,0.998389999287,0.00265235278739,-0.00169522999916,0.00845365703543,3.32695723927e-06,600
1.04287846696,2144,-0.0191813,74.1476,0.00228916,6.91358024691,0.6666666666666666,6.09269007593e-06,0.251752923601,-0.433112251106,0.222598189216,-0.927906398014,22.9,1.33396305475,-0.00386884371533,-3.1553542614,2.83628034592,0.383029873883,2.65127886478e-17,-4.29185077206,4.15482707717,0.998716563028,0.00299450593008,-0.00210764677149,0.00896457392739,7.20758794392e-06,620
0.997878807306,1999,-0.026659,74.1519,0.00342295,6.91358024691,0.6666666666666666,4.02321398929e-06,0.135470217541,-0.0538488216595,0.172522803995,-0.991031497096,17.1,0.637768485903,-0.00427465775477,-3.26022768021,2.92001223564,0.386516182434,-5.68718547882e-17,-6.21705430608,5.37610976234,0.998618672566,0.00249535374704,-0.00353425301611,0.00911365558587,4.64697344808e-06,640
1.07309330535,2184,-0.0272594,74.1412,0.00182227,6.91358024691,0.6666666666666666,3.55021278394e-06,0.356123732642,0.0883679466833,0.210239675987,-0.767947030263,19.55,0.858174374927,-0.0017088676241,-3.11262798309,3.18270850182,0.383644933154,-1.3013603219e-17,-23.6267262849,4.20293682508,0.998677753242,0.00345667554007,-0.00260530418791,0.00928932716147,5.42390822291e-06,660
0.948399800777,1789,-0.0204581,74.1873,0.00242759,6.91358024691,0.6666666666666666,3.68158921616e-06,0.0501754588316,-0.16697668575,0.147131460072,-0.765593178778,12.15,0.283403887088,-0.00284000632299,-3.53254842758,3.64019465446,0.382638876446,1.58869253384e-17,-2.85623740239,3.24884277409,0.998744362798,0.00244970376906,-0.00150179015156,0.00835494920979,3.59264209464e-06,680
0.755864895582,1665,-0.0307047,74.2091,0.00322145,6.91358024691,0.6666666666666666,2.73273646736e-06,0.251526963254,0.119258062851,0.147819092204,-0.686728651671,9.5,0.226142542802,-0.00394024625321,-3.20520067215,3.29727864265,0.385144922425,-4.2675239385e-18,-6.45419492548,3.69644780765,0.998552594003,0.00254134383689,-0.00381461666164,0.00835127596783,3.6153645263e-06,700
0.880835377812,1743,-0.0338992,74.246,0.00395302,6.91358024691,0.6666666666666666,3.71935962514e-06,0.168823316726,0.0107751155188,0.148480597225,-0.832058576276,10.25,0.264684855556,-0.000247582311922,-3.25275373459,3.3768286705,0.384398545235,1.22296512179e-17,-5.07895546742,6.30993477682,0.998501871584,0.00287678629965,-0.00378821327765,0.00910208286701,4.27504155049e-06,720
1.04313281393,2092,-0.0257782,74.2423,0.00114677,4.60905349794,0.6666666666666666,3.58531129989e-06,0.165932025587,-0.571685324595,0.165841194396,-0.697313689086,11.35,0.360625741512,-0.00433569845693,-3.1277050972,3.24928760529,0.385682876529,4.07577095082e-17,-35.5360774556,3.24975918899,0.999046810256,0.00273051161547,-0.00108982804436,0.00791501206903,4.18583527074e-06,740
1.00933978355,2027,-0.0297242,74.2576,0.00445265,4.60905349794,0.6666666666666666,3.05825508356e-06,0.281457891161,0.029547328842,0.169054673352,-0.704828862764,11.05,0.344170198059,-0.00591742574458,-3.39296865463,2.9379491806,0.385485778494,1.40215636065e-17,-10.3801678346,2.4358591204,0.998691648626,0.00243532181165,-0.0038434873274,0.00920306542163,4.19340189445e-06,760
1.24536576402,2509,-0.0633994,74.2203,0.00601297,6.91358024691,0.6666666666666666,3.17051487253e-06,0.289503453681,-0.141911583259,0.199524757108,-1.05206676189,13.6,0.46428114135,-0.00345953427143,-3.33559775352,3.18093848228,0.384823533678,-3.39837099606e-17,-4.18429693056,7.42104017189,0.998475353368,0.00329616682859,-0.00190643815849,0.0121782664853,4.43735118965e-06,780
1.06491809595,2221,-0.0216958,74.2169,0.00273597,6.91358024691,0.6666666666666666,3.88284252498e-06,0.266948712708,0.185039644196,0.170124924781,-0.78471207141,12.5,0.379209723808,-0.00359466184011,-3.09659934044,2.99205517769,0.386234711337,2.55936149756e-17,-7.89353503288,3.37751275869,0.998596892176,0.00270387755399,-0.00261214694356,0.00890668088537,4.5443938085e-06,800
1.13513413548,2185,-0.0175349,74.2066,0.00196721,6.91358024691,0.6666666666666666,3.35557905719e-06,0.202202078228,0.0596008063215,0.166096452843,-0.731903450386,12.2,0.385840573616,-0.00314005436413,-3.27728199959,3.45156979561,0.384308082385,-7.80458840194e-17,-3.53056965008,2.66435488199,0.998538296922,0.00256539253095,-0.00239684679809,0.00887148000356,4.20603858736e-06,820
1.08362716603,2191,-0.0287636,74.1979,0.00253985,6.91358024691,0.6666666666666666,3.16313378137e-06,0.295562835885,0.135575766331,0.194294792328,-1.22583457529,17.35,0.644503790452,-0.00433805347499,-3.26612377167,3.16915893555,0.384867091706,5.18881048478e-17,-6.50752891224,4.34941622573,0.998310308973,0.00302117967049,-0.0028125544776,0.00973738536247,4.2615444352e-06,840
1.18956855297,2420,-0.0259268,74.2182,0.00248849,6.91358024691,0.6666666666666666,3.28829821654e-06,0.350465812136,0.108880457521,0.198097684804,-0.730103532883,15.1,0.557057999661,-0.00330548192815,-2.92033624649,3.30314660072,0.385456317658,1.17445080291e-17,-3.57944473551,3.82774861005,0.998380068001,0.00280219560089,-0.00233019403146,0.0104344249331,5.00510896257e-06,860
1.00750761652,2063,-0.027864,74.2131,0.0031871,6.91358024691,0.6666666666666666,3.90260550169e-06,0.265935817937,-0.145000758556,0.203831652226,-0.875949406678,18.65,0.878180055804,-0.00406236156089,-3.49229764938,3.13528513908,0.38659606096,-5.51075316149e-17,-4.38992945308,4.24052516521,0.998679540088,0.00270123486226,-0.00306887208073,0.00832242456877,5.31392188266e-06,880
1.25709930515,2447,-0.0186142,74.1888,0.00192163,6.91358024691,0.6666666666666666,3.96393811837e-06,0.283281886715,-0.0755438100096,0.188264414431,-0.629206954165,13.75,0.525235948859,-0.0052342638984,-2.99903845787,3.45184969902,0.384246259676,0.0,-5.14748185558,2.82091775591,0.998442871923,0.00340698855284,-0.00135651872927,0.00798394173659,3.93367802986e-06,900
0.738346345663,1478,-0.0300347,74.1832,0.00354658,6.91358024691,0.6666666666666666,3.76143827974e-06,0.203337638011,0.119750091986,0.124352991325,-0.757698641222,8.2,0.158785478432,-1.3200611998e-05,-2.76309013367,2.99843811989,0.385804189627,1.92298439989e-17,-3.65473426011,2.74720858462,0.998600221159,0.00190593228889,-0.00361438675805,0.00758124057855,4.2005180891e-06,920
0.962262659311,1973,-0.0209056,74.1668,0.00243165,6.91358024691,0.6666666666666666,4.36946828744e-06,0.29024371423,0.0428699941488,0.153063178043,-0.89105889439,12.05,0.311118224267,-0.00680732827646,-2.99264192581,2.81248307228,0.385045093698,4.32159798739e-17,-5.17836356664,3.19012801559,0.998542965605,0.00288817698211,-0.00240237477318,0.00944553658115,4.21903495226e-06,940
1.24736673391,2647,-0.0149374,74.1691,0.00184897,6.91358024691,0.6666666666666666,4.31585393775e-06,0.389357651342,0.0714376464426,0.220898106772,-0.862883858329,16.3,0.771614197739,-0.00716453932605,-3.44400334358,3.49317407608,0.382031383647,8.58986306926e-17,-3.89656446643,4.21729693659,0.998166268369,0.00332385085409,-0.0025606649369,0.00989033725742,4.2710998604e-06,960
0.884618923187,1644,-0.0352936,74.1794,0.00360746,6.91358024691,0.6666666666666666,4.83216350402e-06,0.226767048813,0.0675803716286,0.137225769566,-0.769864224259,9.25,0.204423970832,-0.00157100387801,-3.05177283287,3.06264781952,0.384990743555,3.45762888448e-17,-4.72441163657,5.02460748419,0.998638457429,0.00227914775154,-0.00249796279451,0.00870809776776,4.42824452855e-06,980
0.87741798532,1814,-0.026008,74.1561,0.00265,6.91358024691,0.6666666666666666,2.96236348491e-06,0.326908794313,0.207463901343,0.15294918591,-0.724660231892,11.6,0.366948549453,-0.00209405662442,-3.10308742523,3.29262161255,0.388234535376,2.35019647991e-17,-12.4552070996,2.88231392921,0.998657356821,0.00268106654545,-0.00364219167176,0.00888874743111,4.18126263908e-06,1000
